"Item no.","EAN","HS Code","Description","Description 2","Launched","Colour","Surface","Base Surface","Materials","Length mm","Width mm","Height mm","Dia. mm.","Weight","Qty. pr. box","Category","Item status","Country of origin","AT RRP incl. VAT (EUR)","AT RRP excl. VAT (EUR)","BE RRP incl. VAT (EUR)","BE RRP excl. VAT (EUR)","CH RRP incl. VAT (CHF)","CH RRP excl. VAT (CHF)","CH Trade price in EUR excl. VAT","DE RRP incl. VAT (EUR)","DE RRP excl. VAT (EUR)","DK RRP incl. VAT (DKK)","DK RRP excl. VAT (DKK)","EE RRP incl. VAT (EUR)","EE RRP excl. VAT (EUR)","ES RRP incl. VAT (EUR)","ES RRP excl. VAT (EUR)","EXW RRP in EUR","FI RRP incl. VAT (EUR)","FI RRP excl. VAT (EUR)","FR RRP incl. VAT (EUR)","FR RRP excl. VAT (EUR)","HR RRP incl. VAT (EUR)","HR RRP excl. VAT (EUR)","IE RRP incl. VAT (EUR)","IE RRP excl. VAT (EUR)","IT RRP incl. VAT (EUR)","IT RRP excl. VAT (EUR)","LT RRP incl. VAT (EUR)","LT RRP excl. VAT (EUR)","LV RRP incl. VAT (EUR)","LV RRP excl. VAT (EUR)","NL RRP incl. VAT (EUR)","NL RRP excl. VAT (EUR)","NO RRP incl. VAT (NOK)","NO RRP excl. VAT (NOK)","NO Trade price in DKK excl. VAT","PL RRP incl. VAT (PLN)","PL RRP excl. VAT (PLN)","PL Trade Price in EUR excl. VAT","PT RRP incl. VAT (EUR)","PT RRP excl. VAT (EUR)","SE RRP incl. VAT (SEK)","SE RRP excl. VAT (SEK)","SE RRP excl. VAT (DKK)","SI RRP incl. VAT (EUR)","SI RRP excl. VAT (EUR)","SK RRP incl. VAT (EUR)","SK RRP excl. VAT (EUR)","UK RRP incl. VAT (GBP)","UK RRP excl. VAT (GBP)","UK List price in EUR excl. VAT","MSRP IN USD","Packshot 1","Packshot 2","Packshot 3","Packshot 4","Packshot 5","Lifestyle 1","Lifestyle 2","Lifestyle 3","Lifestyle 4","Lifestyle 5","Fragile","Small Parcel","Stackability","Certifications","Felt Glides incl.","Fittings incl.","Max recommended weight (kg)","Size, colour or structure may vary","Adjustable feet","Leg heights (mm)","Table top attached","Seatings","Seat depth (mm)","Connectors incl.","Cushions incl.","FR foam available","Crib 5 available","Holes for cables","Shelves incl.","Adjustable shelves","Dimensions between shelves (mm)","Care guide","Assembly required","Assembly instruction","Flatpacked","Box Info","Box 1 Height","Box 1 Length","Box 1 Width","Box 1 Weight","Box 2 Height","Box 2 Length","Box 2 Width","Box 2 Weight","Box 3 Height","Box 3 Length","Box 3 Width","Box 3 Weight","Box 4 Height","Box 4 Length","Box 4 Width","Box 4 Weight","Designer","Designer Bio","Product Text","Lamp shade diameter (mm)","Lamp shade height (mm)","Lamp shade material","Bulb incl.","Bulb base","Bulb type","No. of light sources","Cable incl.","Battery driven","UN Number","Battery incl.","Portable","Cord length (mm)","Cord material","Dimmable","Dimmable incl.","LED","LED lifetime (hours)","Kelvin","Lumen","Wattage","Voltage","Ceiling rose incl.","Seat Width","Quickship","Quickship US","Cable Colour","FSC","Customers Own Material","Seat Depth"
"120209","5712800018967","9403609000","Töjbox wardrobe (Small)","Black painted oak ","2015","White pigmented lacquered oak","Painted oak veneer","Smooth","Solid oak, oak veneer, plywood","800","300","2000","","11,60","1","Wardrobe","ACTIVE","LT","699,00","582,50","699,00","577,69","639,00","591,67","595,00","699,00","587,39","5279,00","4223,20","699,00","577,69","699,00","699,00","699,00","699,00","563,71","699,00","582,50","699,00","559,20","699,00","568,29","699,00","577,69","699,00","577,69","699,00","577,69","699,00","577,69","8699,00","6959,20","4523,00","3099,00","2519,51","575,00","699,00","568,29","8199,00","6559,20","4263,00","699,00","572,95","699,00","572,95","879,00","732,50","855,00","999,00","https://presscloud.com/file/63/635849889657234/120209_Tojbox_small_black_2_exposed.jpg","https://presscloud.com/file/67/673633643845795/120209_Tojbox_small_black_1_exposed.jpg","","","","https://presscloud.com/file/65/653885282114531/WOUD_SS20_Tojbox_1.jpg","https://presscloud.com/file/48/485771771121372/WOUD_SS22_TOJBOX_SMALL_ILLUSION_TRAY_SHELF.jpg","NA","","NA","Yes","Yes","","TSCA Title VI","No","Yes","15","No","No","1500","","","","","","","","No","NA","No","337","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/11/118578487520102/TOJBOX_2.0_ASSEMBLY_INSTRUCTION.pdf","Yes","{""Box_1_Height_mm"":""150"",""Box_1_Width_mm"":""360"",""Box_1_Length_mm"":""1110"",""Box_1_Weight_Kg"":""12,80""}","150","1110","360","12,80","","","","","","","","","","","","","Made by Michael","A Danish design studio founded by Michael Daae Christensen. He is an upcoming talent with passion for the whole process of design - from sketch to final production. With a strive to leave the viewer with a little moment of childish wonder, he creates characteristic and simple designs with a special awareness to sustainability.","Töjbox is a simplistic and functional wardrobe made of oak. There are no screws, nails or glue - it is pure wood, which makes the wardrobe easy to assemble and put to use. You just have to lean it against the wall. Töjbox is ideal for the entrance, bedroom or walk-in closet. Use the clothes rack to hang your shirts and jackets and store your everyday belongings or favourite decorations in the box. The angled legs leaves space on the floor for shoes and bags. 
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120235","5712800009996","9403609000","Knaegt coat rack","White pigmented oil oak and cognac leather","2018","White pigmented lacquered oak","White pigmented lacquer","Smooth","Solid oak, metal","875","285","35","","1,30","1","Wardrobe","ACTIVE","LT","359,00","299,17","359,00","296,69","329,00","304,63","306,00","359,00","301,68","2769,00","2215,20","359,00","296,69","359,00","359,00","369,00","359,00","289,52","359,00","299,17","359,00","287,20","359,00","291,87","359,00","296,69","359,00","296,69","359,00","296,69","359,00","296,69","4509,00","3607,20","2345,00","1619,00","1316,26","300,00","359,00","291,87","4279,00","3423,20","2225,00","359,00","294,26","359,00","294,26","479,00","399,17","466,00","499,00","https://presscloud.com/file/93/936457106281327/120235_Knaegt_oak_1_exposed.jpg","https://presscloud.com/file/43/437262506808518/120235_Knaegt_oak_2_exposed.jpg","https://presscloud.com/file/45/451626361399675/120235_Knaegt_oak_3.jpg","https://presscloud.com/file/72/721161691312542/120235_Knaegt_oak_4.jpg","","https://presscloud.com/file/71/714883049042298/WOUD_AW18_Knaegt_1.jpg","https://presscloud.com/file/32/325213893727337/WOUD_AW18_Knaegt_2.jpg","https://presscloud.com/file/37/371633251293397/WOUD_AW18_Knaegt_3.jpg","","NA","Yes","Yes","","NA","NA","Yes","15","No","NA","","","","","","","","","No","NA","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/64/643609587749554/KNAEGT_ASSEMBLY_INSTRUCTION.pdf","Yes","{""Box_1_Height_mm"":""83"",""Box_1_Width_mm"":""328"",""Box_1_Length_mm"":""956"",""Box_1_Weight_Kg"":""1,90""}","83","956","328","1,90","","","","","","","","","","","","","Rikke Palmerston","A talented upcoming designer born in Denmark. The work of the young designer is characterised by simple lines, powerful expressions and pure functionalities. With a profound love for the wooden material and attention to sustainability, she creates classic yet innovative products rooted in the Danish design heritage.","Knaegt is a coat rack and hat shelf in combination with elegant aesthetics. The simple repetition of wooden sticks with a leather cord passing through makes the coat rack dynamic as the line created by the sticks change depending on what is hung on the rack. Each stick functions as a hanger. The coat rack is modern in its expression but the vivid leather is what gives Knaegt its character.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120236","5712800013559","9403609000","Knaegt coat rack","Black painted oak and black leather","2018","Black","Painted oak veneer","Smooth","Solid oak, metal","875","285","35","","1,30","1","Wardrobe","ACTIVE","LT","359,00","299,17","359,00","296,69","329,00","304,63","306,00","359,00","301,68","2769,00","2215,20","359,00","296,69","359,00","359,00","369,00","359,00","289,52","359,00","299,17","359,00","287,20","359,00","291,87","359,00","296,69","359,00","296,69","359,00","296,69","359,00","296,69","4509,00","3607,20","2345,00","1619,00","1316,26","300,00","359,00","291,87","4279,00","3423,20","2225,00","359,00","294,26","359,00","294,26","459,00","382,50","447,00","499,00","https://presscloud.com/file/11/119768702373460/120236_Knaegt_black_1_exposed.jpg","https://presscloud.com/file/16/166633569364967/120236_Knaegt_black_2_exposed.jpg","https://presscloud.com/file/95/951041091561840/120236_Knaegt_black_3.jpg","https://presscloud.com/file/87/875554321991234/120236_Knaegt_black_4.jpg","","https://presscloud.com/file/47/470740935660347/WOUD_SS22_KNAEGT_NAKKI_KYOTO.jpg","https://presscloud.com/file/98/984732378381540/WOUD_SS19_3_Knaegt_Mono.jpg","https://presscloud.com/file/63/634804515829250/WOUD_SS19_3_Knaegt_Mono_2.jpg","","NA","Yes","Yes","","NA","NA","Yes","15","No","NA","","","","","","","","","No","NA","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/64/643609587749554/KNAEGT_ASSEMBLY_INSTRUCTION.pdf","Yes","{""Box_1_Height_mm"":""50"",""Box_1_Width_mm"":""310"",""Box_1_Length_mm"":""900"",""Box_1_Weight_Kg"":""1,90""}","50","900","310","1,90","","","","","","","","","","","","","Rikke Palmerston","A talented upcoming designer born in Denmark. The work of the young designer is characterised by simple lines, powerful expressions and pure functionalities. With a profound love for the wooden material and attention to sustainability, she creates classic yet innovative products rooted in the Danish design heritage.","Knaegt is a coat rack and hat shelf in combination with elegant aesthetics. The simple repetition of wooden sticks with a leather cord passing through makes the coat rack dynamic as the line created by the sticks change depending on what is hung on the rack. Each stick functions as a hanger. The coat rack is modern in its expression but the vivid leather is what gives Knaegt its character.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120240","5712800015959","9403208000","O&O clothes rack (Large)","Black painted metal ","2020","Black","Smooth painted metal","Smooth","Metal","820","480","1590","","7,80","1","Wardrobe","ACTIVE","CN","349,00","290,83","349,00","288,43","319,00","295,37","297,00","349,00","293,28","2599,00","2079,20","349,00","288,43","349,00","349,00","339,00","349,00","281,45","349,00","290,83","349,00","279,20","349,00","283,74","349,00","288,43","349,00","288,43","349,00","288,43","349,00","288,43","4299,00","3439,20","2235,00","1529,00","1243,09","284,00","349,00","283,74","3999,00","3199,20","2079,00","349,00","286,07","349,00","286,07","429,00","357,50","417,00","549,00","https://presscloud.com/file/56/565323101160183/120240_WOUD_O-O_rack_large_1_exposed.jpg","https://presscloud.com/file/49/491874383528747/120240_WOUD_O-O_rack_large_2_exposed.jpg","https://presscloud.com/file/41/411080697668881/120240_WOUD_O-O_racks_2.jpg","","","https://presscloud.com/file/80/805567088896635/WOUD_AW24_OO_1.jpg","https://presscloud.com/file/34/348853606834874/WOUD_SS22_OampO_RACK_ILLUSION_KYOTO.jpg","https://presscloud.com/file/90/904073107478910/WOUD_AW21_Kyoto_OampO_Verde_1.jpg","https://presscloud.com/file/85/853421848156387/WOUD_SS22_OampO_ILLUSION.jpg","https://presscloud.com/file/53/531432956216871/WOUD_SS20_O-O_1.jpg","Yes","Yes","","NA","No","Yes","20","No","No","1580","","","","","","","","No","NA","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/55/559981175792871/O-O_ASSEMBLY_INSTRUCTION.pdf","Yes","{""Box_1_Height_mm"":""120"",""Box_1_Width_mm"":""493"",""Box_1_Length_mm"":""896"",""Box_1_Weight_Kg"":""8,20""}","120","896","493","8,20","","","","","","","","","","","","","Christine Rathmann","A talented German designer. Living a life close to Scandinavia has become a source of inspiration for Christine Rathmann. The clean lines of the Scandinavian design tradition are the essence of her designs. Pure and timeless. With a touch of poetry and aesthetic details, she aims to find direct access to the observer.","The O&O clothes rack is inspired by two different-shaped O-rings that belong together and can be arranged as desired in a variety of positions. The two separate elements, in different heights and widths, rise from the ground as a sleek but stable construction. Beautiful on their own or as a merged unit. With its flexible feature, O&O is ideal for the modern lifestyle. Place it in the hallway, walk-in closet or bedroom or move it between the spaces and arrange it as desired in a variety of positions.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","",""
"120241","5712800015966","9403208000","O&O clothes rack (Small)","Black painted metal","2020","Black","Smooth painted metal","Smooth","Metal","415","415","1170","","4,20","1","Wardrobe","ACTIVE","CN","259,00","215,83","259,00","214,05","229,00","212,04","213,00","259,00","217,65","1949,00","1559,20","259,00","214,05","259,00","259,00","249,00","259,00","208,87","259,00","215,83","259,00","207,20","259,00","210,57","259,00","214,05","259,00","214,05","259,00","214,05","259,00","214,05","3219,00","2575,20","1674,00","1149,00","934,15","213,00","259,00","210,57","2999,00","2399,20","1559,00","259,00","212,30","259,00","212,30","319,00","265,83","310,00","429,00","https://presscloud.com/file/89/898253465744393/120241_WOUD_O-O_rack_small_1_exposed.jpg","https://presscloud.com/file/92/927030266286886/120241_WOUD_O-O_rack_small_2_exposed.jpg","https://presscloud.com/file/41/411080697668881/120240_WOUD_O-O_racks_2.jpg","","","https://presscloud.com/file/80/805998921462660/WOUD_AW24_OO_3.jpg","https://presscloud.com/file/93/932718961482874/WOUD_AW24_OO_2.jpg","https://presscloud.com/file/90/904073107478910/WOUD_AW21_Kyoto_OampO_Verde_1.jpg","https://presscloud.com/file/85/853421848156387/WOUD_SS22_OampO_ILLUSION.jpg","https://presscloud.com/file/53/531432956216871/WOUD_SS20_O-O_1.jpg","Yes","Yes","","NA","No","Yes","20","No","No","1180","","","","","","","","No","NA","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/55/559981175792871/O-O_ASSEMBLY_INSTRUCTION.pdf","Yes","{""Box_1_Height_mm"":""120"",""Box_1_Width_mm"":""480"",""Box_1_Length_mm"":""523"",""Box_1_Weight_Kg"":""4,50""}","120","523","480","4,50","","","","","","","","","","","","","Christine Rathmann","A talented German designer. Living a life close to Scandinavia has become a source of inspiration for Christine Rathmann. The clean lines of the Scandinavian design tradition are the essence of her designs. Pure and timeless. With a touch of poetry and aesthetic details, she aims to find direct access to the observer.","The O&O clothes rack is inspired by two different-shaped O-rings that belong together and can be arranged as desired in a variety of positions. The two separate elements, in different heights and widths, rise from the ground as a sleek but stable construction. Beautiful on their own or as a merged unit. With its flexible feature, O&O is ideal for the modern lifestyle. Place it in the hallway, walk-in closet or bedroom or move it between the spaces and arrange it as desired in a variety of positions.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","",""
"120310","5712800001273","9403601000","Virka sideboard (High)","White oil treated oak veneer / black painted oak","2016","White pigmented lacquered oak","Oiled","Textured","Oak veneer, MDF, metal","1200","400","820","","46,00","1","Cabinets","ACTIVE","LT","1929,00","1607,50","1929,00","1594,21","1859,00","1721,30","1731,00","1929,00","1621,01","14519,00","11615,20","1929,00","1594,21","1929,00","1929,00","1879,00","1929,00","1555,65","1929,00","1607,50","1929,00","1543,20","1929,00","1568,29","1929,00","1594,21","1929,00","1594,21","1929,00","1594,21","1929,00","1594,21","24069,00","19255,20","12516,00","8549,00","6950,41","1586,00","1929,00","1568,29","22659,00","18127,20","11783,00","1929,00","1581,15","1929,00","1581,15","2379,00","1982,50","2315,00","2999,00","https://presscloud.com/file/27/279453835022461/120310_Virka_sideboard_high_1_exposed.jpg","https://presscloud.com/file/93/937268779433837/120310_Virka_sideboard_high_2.jpg","https://presscloud.com/file/46/465993887517780/120310_Virka_sideboard_high_4.jpg","https://presscloud.com/file/44/448899597092098/120310_Virka_sideboard_high_3.jpg","","https://presscloud.com/file/77/774754753903521/WOUD_SS22_MERCURY_VIRKA_2.jpg","https://presscloud.com/file/23/239167961533719/WOUD_SS22_MERCURY_VIRKA_1.jpg","NA","","NA","Yes","No","","TSCA Title VI","No","Yes","","No","Yes","","","","","","","","","Yes","2","Yes","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/78/785334498559753/VIRKA_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""880"",""Box_1_Width_mm"":""465"",""Box_1_Length_mm"":""1270"",""Box_1_Weight_Kg"":""50,00""}","880","1270","465","50,00","","","","","","","","","","","","","MOAAK and Røpke Design","A young Danish design duo. Mark Wedel and Rasmus Røpke specialise in furniture design and combine their skills into functional and clean designs. Both run their own design studio. With the consumer in mind, they strive to create simple design.","With clean lines and a simple expression, the Virka sideboard can be a part of a consistent design language or be a standalone object. The elegant sideboard is designed with sliding doors so it will never take up unnecessary space in your room. The strong geometrical frame elegantly lifts the sideboard above the floor and adds lightness to the design.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120311","5712800004458","9403601000","Virka sideboard (High)","White oil treated oak","2016","White pigmented lacquered oak","Oiled","Textured","Oak veneer, MDF, metal","1200","400","820","","46,00","1","Cabinets","ACTIVE","LT","1929,00","1607,50","1929,00","1594,21","1859,00","1721,30","1731,00","1929,00","1621,01","14519,00","11615,20","1929,00","1594,21","1929,00","1929,00","1879,00","1929,00","1555,65","1929,00","1607,50","1929,00","1543,20","1929,00","1568,29","1929,00","1594,21","1929,00","1594,21","1929,00","1594,21","1929,00","1594,21","24069,00","19255,20","12516,00","8549,00","6950,41","1586,00","1929,00","1568,29","22659,00","18127,20","11783,00","1929,00","1581,15","1929,00","1581,15","2379,00","1982,50","2315,00","2999,00","https://presscloud.com/file/78/782874941933723/120311_Virka_sideboard_high_exposed.jpg","","","","","https://presscloud.com/file/78/789758903769616/WOUD_SS22_VIRKA_CONO_RINA_ARKIV.jpg","NA","NA","","NA","Yes","No","","TSCA Title VI","No","Yes","","No","Yes","","","","","","","","","Yes","2","Yes","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/78/785334498559753/VIRKA_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""880"",""Box_1_Width_mm"":""465"",""Box_1_Length_mm"":""1270"",""Box_1_Weight_Kg"":""50,00""}","880","1270","465","50,00","","","","","","","","","","","","","MOAAK and Røpke Design","A young Danish design duo. Mark Wedel and Rasmus Røpke specialise in furniture design and combine their skills into functional and clean designs. Both run their own design studio. With the consumer in mind, they strive to create simple design.","With clean lines and a simple expression, the Virka sideboard can be a part of a consistent design language or be a standalone object. The elegant sideboard is designed with sliding doors so it will never take up unnecessary space in your room. The strong geometrical frame elegantly lifts the sideboard above the floor and adds lightness to the design.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120410","5712800001280","9403601000","Virka sideboard (Low)","White oil treated oak veneer / black painted oak","2016","White pigmented lacquered oak","Oiled","Textured","Oak veneer, MDF, metal","1200","400","470","","26,50","1","Cabinets","ACTIVE","LT","1329,00","1107,50","1329,00","1098,35","1259,00","1165,74","1172,00","1329,00","1116,81","9979,00","7983,20","1329,00","1098,35","1329,00","1329,00","1299,00","1329,00","1071,77","1329,00","1107,50","1329,00","1063,20","1329,00","1080,49","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","16519,00","13215,20","8590,00","5869,00","4771,54","1089,00","1329,00","1080,49","15579,00","12463,20","8101,00","1329,00","1089,34","1329,00","1089,34","1639,00","1365,83","1595,00","1999,00","https://presscloud.com/file/11/118247430137838/120410_Virka_sideboard_low_1_exposed.jpg","https://presscloud.com/file/16/165780227885609/120410_Virka_sideboard_low_2_exposed.jpg","https://presscloud.com/file/87/874073785804143/120410_Virka_sideboard_low_3_exposed.jpg","","","https://presscloud.com/file/63/637831711805122/WOUD_SS22_VIRKA_LOW_CONO_SATIN.jpg","https://presscloud.com/file/37/373155436541334/WOUD_Lifestyle_2016_Virka,_Coupe.jpg","NA","","NA","Yes","No","","TSCA Title VI","No","Yes","","No","Yes","","","","","","","","","Yes","2","Yes","196","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/78/785334498559753/VIRKA_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""550"",""Box_1_Width_mm"":""465"",""Box_1_Length_mm"":""1265"",""Box_1_Weight_Kg"":""31,80""}","550","1265","465","31,80","","","","","","","","","","","","","MOAAK and Røpke Design","A young Danish design duo. Mark Wedel and Rasmus Røpke specialise in furniture design and combine their skills into functional and clean designs. Both run their own design studio. With the consumer in mind, they strive to create simple design.","With clean lines and a simple expression, the Virka sideboard can be a part of a consistent design language or be a standalone object. The elegant sideboard is designed with sliding doors so it will never take up unnecessary space in your room. The strong geometrical frame elegantly lifts the sideboard above the floor and adds lightness to the design.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120411","5712800004465","9403601000","Virka sideboard (Low)","White oil treated oak","2016","White pigmented lacquered oak","Oiled","Textured","Oak veneer, MDF, metal","1200","400","470","","26,50","1","Cabinets","ACTIVE","LT","1329,00","1107,50","1329,00","1098,35","1259,00","1165,74","1172,00","1329,00","1116,81","9979,00","7983,20","1329,00","1098,35","1329,00","1329,00","1299,00","1329,00","1071,77","1329,00","1107,50","1329,00","1063,20","1329,00","1080,49","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","16519,00","13215,20","8590,00","5869,00","4771,54","1089,00","1329,00","1080,49","15579,00","12463,20","8101,00","1329,00","1089,34","1329,00","1089,34","1639,00","1365,83","1595,00","1999,00","https://presscloud.com/file/25/254741327370250/120411_Virka_sideboard_low_1_exposed.tif.jpg","","","","","https://presscloud.com/file/24/248972885986887/WOUD_Lifestyle_2016_Virka,_Raining_Circle.jpg","https://presscloud.com/file/87/872746378596220/preview.png","NA","","NA","Yes","No","","TSCA Title VI","No","Yes","","No","Yes","","","","","","","","","Yes","2","Yes","196","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/78/785334498559753/VIRKA_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""550"",""Box_1_Width_mm"":""465"",""Box_1_Length_mm"":""1265"",""Box_1_Weight_Kg"":""31,80""}","550","1265","465","31,80","","","","","","","","","","","","","MOAAK and Røpke Design","A young Danish design duo. Mark Wedel and Rasmus Røpke specialise in furniture design and combine their skills into functional and clean designs. Both run their own design studio. With the consumer in mind, they strive to create simple design.","With clean lines and a simple expression, the Virka sideboard can be a part of a consistent design language or be a standalone object. The elegant sideboard is designed with sliding doors so it will never take up unnecessary space in your room. The strong geometrical frame elegantly lifts the sideboard above the floor and adds lightness to the design.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120412","5712800020861","9403601000","Virka sideboard (Low)","Black painted oak","2016","Black","Lacquer","Textured","Oak veneer, MDF, metal","1200","400","470","","26,50","1","Cabinets","ACTIVE","LT","1329,00","1107,50","1329,00","1098,35","1259,00","1165,74","1172,00","1329,00","1116,81","9979,00","7983,20","1329,00","1098,35","1329,00","1329,00","1299,00","1329,00","1071,77","1329,00","1107,50","1329,00","1063,20","1329,00","1080,49","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","1329,00","1098,35","16519,00","13215,20","8590,00","5869,00","4771,54","1089,00","1329,00","1080,49","15579,00","12463,20","8101,00","1329,00","1089,34","1329,00","1089,34","1639,00","1365,83","1595,00","1999,00","https://presscloud.com/file/86/869746458383612/120412_WOUD_Virka_sideboard_low_black_1_exposed.jpg","https://presscloud.com/file/17/174869734406293/120412_WOUD_Virka_sideboard_low_black_2_exposed.jpg","https://presscloud.com/file/18/180287888942677/120412_WOUD_Virka_sideboard_low_black_3_exposed.jpg","https://presscloud.com/file/52/524173876500302/120412_WOUD_Virka_sideboard_low_black_4.jpg","","https://presscloud.com/file/89/894532107049467/WOUD_SS22_VIRKA_LOW_GHOST_FLOOR.jpg","https://presscloud.com/file/80/808995308646167/WOUD_Lifestyle_2020_3_Virka_Amel_Pump.jpg","NA","","NA","Yes","No","","TSCA Title VI","No","Yes","","No","Yes","","","","","","","","","Yes","2","Yes","196","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/78/785334498559753/VIRKA_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""550"",""Box_1_Width_mm"":""465"",""Box_1_Length_mm"":""1265"",""Box_1_Weight_Kg"":""31,80""}","550","1265","465","31,80","","","","","","","","","","","","","MOAAK and Røpke Design","A young Danish design duo. Mark Wedel and Rasmus Røpke specialise in furniture design and combine their skills into functional and clean designs. Both run their own design studio. With the consumer in mind, they strive to create simple design.","With clean lines and a simple expression, the Virka sideboard can be a part of a consistent design language or be a standalone object. The elegant sideboard is designed with sliding doors so it will never take up unnecessary space in your room. The strong geometrical frame elegantly lifts the sideboard above the floor and adds lightness to the design.
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","","","",""
"120415","5712800011630","9403601000","Array sideboard (120 cm)","White pigmented lacquered oak","2018","White pigmented oak","White pigmented lacquer","Smooth","Solid oak, oak veneer, MDF, metal","1200","420","970","","37,50","1","Cabinets","ACTIVE","EE","1999,00","1665,83","1999,00","1652,07","1819,00","1684,26","1694,00","1999,00","1679,83","15299,00","12239,20","1999,00","1652,07","1999,00","1999,00","1999,00","1999,00","1612,10","1999,00","1665,83","1999,00","1599,20","1999,00","1625,20","1999,00","1652,07","1999,00","1652,07","1999,00","1652,07","1999,00","1652,07","24899,00","19919,20","12947,00","8849,00","7194,31","1642,00","1999,00","1625,20","23599,00","18879,20","12271,00","1999,00","1638,52","1999,00","1638,52","2449,00","2040,83","2383,00","1999,00","https://presscloud.com/file/13/139256475349697/120415_Array_1_exposed.jpg","https://presscloud.com/file/66/664682475017978/120415_Array_2.jpg","https://presscloud.com/file/83/836231572411315/120415_Array_3.jpg","","","https://presscloud.com/file/10/103372974849584/WOUD_SS22_ARRAY_CONO_PENDANT.jpg","https://presscloud.com/file/97/978725977825974/WOUD_AW18_Array_5.jpg","https://presscloud.com/file/65/659071520992645/WOUD_AW18_Array_6.jpg","","NA","Yes","No","","TSCA Title VI , CARB II","No","Yes","","No","Yes","","","","","","","","","No","2","Yes","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","Yes","https://assets.presscloud.com/file/53/538755686871654/ARRAY_ASSEMBLY_INSTRUCTION.pdf","No","{""Box_1_Height_mm"":""510"",""Box_1_Width_mm"":""470"",""Box_1_Length_mm"":""1250"",""Box_1_Weight_Kg"":""41,00""}","510","1250","470","41,00","","","","","","","","","","","","","Says Who","A Danish design studio founded by Kasper Meldgaard and Nikolaj Duve. Rooted in the traditions of Scandinavian design, Says Who combines minimalism with functionality to create furniture and design solutions. With their love for simplicity, the studio has collaborated with various international design brands.","The Array series is inspired by the wooden slate cladding found in modern architecture. With its geometric shape and horizontal slats, it creates a strong visual effect from catching both light and shadow in the depth of the slats. The sleek legs lift the sideboards from the ground creating an elegant contrast between the solid wooden cabinet on top and the thin metal construction underneath. Functional storage space inside and soft closing doors makes the cabinet both functional and beautiful. 
","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","",""
